id_project,id_freelancer,game_type,preference_freelancer
127,1,Sports,2
136,1,Sports,2
137,1,Sports,2
139,1,Sports,2
142,1,Sports,2
145,1,Sports,2
150,1,Sports,2
154,1,Sports,2
161,1,Sports,2
163,1,Sports,2
171,1,Sports,2
187,1,Sports,2
191,1,Sports,2
194,1,Sports,2
200,1,Sports,2
201,1,Sports,2
202,1,Sports,2
212,1,Sports,2
215,1,Sports,2
219,1,Sports,2
222,1,Sports,2
229,1,Sports,2
237,1,Sports,2
240,1,Sports,2
243,1,Sports,2
250,1,Sports,2
252,1,Sports,2
256,1,Sports,2
259,1,Sports,2
262,1,Sports,2
264,1,Sports,2
271,1,Sports,2
272,1,Sports,2
275,1,Sports,2
277,1,Sports,2
283,1,Sports,2
297,1,Sports,2
305,1,Sports,2
309,1,Sports,2
311,1,Sports,2
327,1,Sports,2
331,1,Sports,2
342,1,Sports,2
348,1,Sports,2
362,1,Sports,2
384,1,Sports,2
392,1,Sports,2
400,1,Sports,2
403,1,Sports,2
405,1,Sports,2
417,1,Sports,2
429,1,Sports,2
442,1,Sports,2
445,1,Sports,2
447,1,Sports,2
449,1,Sports,2
456,1,Sports,2
457,1,Sports,2
458,1,Sports,2
467,1,Sports,2
473,1,Sports,2
474,1,Sports,2
477,1,Sports,2
481,1,Sports,2
485,1,Sports,2
502,1,Sports,2
507,1,Sports,2
520,1,Sports,2
521,1,Sports,2
523,1,Sports,2
527,1,Sports,2
536,1,Sports,2
537,1,Sports,2
542,1,Sports,2
544,1,Sports,2
552,1,Sports,2
555,1,Sports,2
556,1,Sports,2
558,1,Sports,2
561,1,Sports,2
563,1,Sports,2
564,1,Sports,2
569,1,Sports,2
573,1,Sports,2
575,1,Sports,2
576,1,Sports,2
578,1,Sports,2
582,1,Sports,2
584,1,Sports,2
586,1,Sports,2
588,1,Sports,2
590,1,Sports,2
592,1,Sports,2
593,1,Sports,2
597,1,Sports,2
598,1,Sports,2
618,1,Sports,2
622,1,Sports,2
623,1,Sports,2
627,1,Sports,2
630,1,Sports,2
631,1,Sports,2
632,1,Sports,2
639,1,Sports,2
644,1,Sports,2
655,1,Sports,2
658,1,Sports,2
659,1,Sports,2
660,1,Sports,2
666,1,Sports,2
677,1,Sports,2
685,1,Sports,2
691,1,Sports,2
692,1,Sports,2
697,1,Sports,2
705,1,Sports,2
709,1,Sports,2
712,1,Sports,2
713,1,Sports,2
714,1,Sports,2
715,1,Sports,2
721,1,Sports,2
723,1,Sports,2
729,1,Sports,2
730,1,Sports,2
732,1,Sports,2
743,1,Sports,2
746,1,Sports,2
754,1,Sports,2
767,1,Sports,2
780,1,Sports,2
781,1,Sports,2
792,1,Sports,2
798,1,Sports,2
804,1,Sports,2
809,1,Sports,2
817,1,Sports,2
837,1,Sports,2
839,1,Sports,2
848,1,Sports,2
858,1,Sports,2
861,1,Sports,2
865,1,Sports,2
872,1,Sports,2
874,1,Sports,2
877,1,Sports,2
885,1,Sports,2
907,1,Sports,2
910,1,Sports,2
912,1,Sports,2
916,1,Sports,2
917,1,Sports,2
918,1,Sports,2
920,1,Sports,2
922,1,Sports,2
929,1,Sports,2
935,1,Sports,2
936,1,Sports,2
947,1,Sports,2
950,1,Sports,2
952,1,Sports,2
959,1,Sports,2
964,1,Sports,2
965,1,Sports,2
967,1,Sports,2
979,1,Sports,2
981,1,Sports,2
994,1,Sports,2
1000,1,Sports,2
1002,1,Sports,2
1012,1,Sports,2
1018,1,Sports,2
1023,1,Sports,2
1024,1,Sports,2
1032,1,Sports,2
1034,1,Sports,2
1046,1,Sports,2
1048,1,Sports,2
1052,1,Sports,2
1054,1,Sports,2
1055,1,Sports,2
1066,1,Sports,2
1069,1,Sports,2
1083,1,Sports,2
1086,1,Sports,2
1087,1,Sports,2
1089,1,Sports,2
1099,1,Sports,2
1110,1,Sports,2
1115,1,Sports,2
1116,1,Sports,2
1125,1,Sports,2
1128,1,Sports,2
1130,1,Sports,2
1133,1,Sports,2
1136,1,Sports,2
1139,1,Sports,2
1144,1,Sports,2
1145,1,Sports,2
1146,1,Sports,2
1150,1,Sports,2
1156,1,Sports,2
1159,1,Sports,2
1170,1,Sports,2
1179,1,Sports,2
1188,1,Sports,2
1190,1,Sports,2
1191,1,Sports,2
1194,1,Sports,2
1195,1,Sports,2
1199,1,Sports,2
1207,1,Sports,2
1209,1,Sports,2
1212,1,Sports,2
1214,1,Sports,2
1216,1,Sports,2
1217,1,Sports,2
1220,1,Sports,2
1221,1,Sports,2
1230,1,Sports,2
1241,1,Sports,2
1246,1,Sports,2
1252,1,Sports,2
1257,1,Sports,2
1258,1,Sports,2
1264,1,Sports,2
1266,1,Sports,2
1268,1,Sports,2
1270,1,Sports,2
1271,1,Sports,2
1272,1,Sports,2
1278,1,Sports,2
9,1,Puzzle,2
11,1,Puzzle,2
25,1,Puzzle,2
38,1,Puzzle,2
47,1,Puzzle,2
56,1,Puzzle,2
58,1,Puzzle,2
73,1,Puzzle,2
87,1,Puzzle,2
99,1,Puzzle,2
125,1,Puzzle,2
129,1,Puzzle,2
131,1,Puzzle,2
138,1,Puzzle,2
141,1,Puzzle,2
148,1,Puzzle,2
164,1,Puzzle,2
175,1,Puzzle,2
177,1,Puzzle,2
178,1,Puzzle,2
179,1,Puzzle,2
227,1,Puzzle,2
235,1,Puzzle,2
263,1,Puzzle,2
269,1,Puzzle,2
280,1,Puzzle,2
284,1,Puzzle,2
288,1,Puzzle,2
289,1,Puzzle,2
300,1,Puzzle,2
303,1,Puzzle,2
307,1,Puzzle,2
339,1,Puzzle,2
357,1,Puzzle,2
365,1,Puzzle,2
369,1,Puzzle,2
370,1,Puzzle,2
371,1,Puzzle,2
377,1,Puzzle,2
379,1,Puzzle,2
387,1,Puzzle,2
390,1,Puzzle,2
397,1,Puzzle,2
402,1,Puzzle,2
410,1,Puzzle,2
419,1,Puzzle,2
435,1,Puzzle,2
439,1,Puzzle,2
446,1,Puzzle,2
455,1,Puzzle,2
459,1,Puzzle,2
461,1,Puzzle,2
463,1,Puzzle,2
479,1,Puzzle,2
482,1,Puzzle,2
515,1,Puzzle,2
526,1,Puzzle,2
534,1,Puzzle,2
541,1,Puzzle,2
554,1,Puzzle,2
560,1,Puzzle,2
562,1,Puzzle,2
612,1,Puzzle,2
628,1,Puzzle,2
645,1,Puzzle,2
653,1,Puzzle,2
657,1,Puzzle,2
665,1,Puzzle,2
678,1,Puzzle,2
680,1,Puzzle,2
698,1,Puzzle,2
703,1,Puzzle,2
708,1,Puzzle,2
711,1,Puzzle,2
717,1,Puzzle,2
718,1,Puzzle,2
737,1,Puzzle,2
740,1,Puzzle,2
750,1,Puzzle,2
759,1,Puzzle,2
768,1,Puzzle,2
769,1,Puzzle,2
795,1,Puzzle,2
796,1,Puzzle,2
824,1,Puzzle,2
845,1,Puzzle,2
846,1,Puzzle,2
859,1,Puzzle,2
880,1,Puzzle,2
890,1,Puzzle,2
892,1,Puzzle,2
897,1,Puzzle,2
911,1,Puzzle,2
915,1,Puzzle,2
932,1,Puzzle,2
937,1,Puzzle,2
941,1,Puzzle,2
948,1,Puzzle,2
974,1,Puzzle,2
984,1,Puzzle,2
999,1,Puzzle,2
1008,1,Puzzle,2
1025,1,Puzzle,2
1033,1,Puzzle,2
1039,1,Puzzle,2
1040,1,Puzzle,2
1057,1,Puzzle,2
1058,1,Puzzle,2
1072,1,Puzzle,2
1085,1,Puzzle,2
1105,1,Puzzle,2
1120,1,Puzzle,2
1124,1,Puzzle,2
1140,1,Puzzle,2
1151,1,Puzzle,2
1154,1,Puzzle,2
1165,1,Puzzle,2
1174,1,Puzzle,2
1185,1,Puzzle,2
1186,1,Puzzle,2
1187,1,Puzzle,2
1193,1,Puzzle,2
1215,1,Puzzle,2
1219,1,Puzzle,2
1222,1,Puzzle,2
1228,1,Puzzle,2
1265,1,Puzzle,2
1269,1,Puzzle,2
3,1,FPS,2
16,1,FPS,2
23,1,FPS,2
32,1,FPS,2
43,1,FPS,2
54,1,FPS,2
66,1,FPS,2
74,1,FPS,2
83,1,FPS,2
84,1,FPS,2
97,1,FPS,2
107,1,FPS,2
115,1,FPS,2
126,1,FPS,2
133,1,FPS,2
153,1,FPS,2
173,1,FPS,2
185,1,FPS,2
195,1,FPS,2
198,1,FPS,2
203,1,FPS,2
204,1,FPS,2
208,1,FPS,2
211,1,FPS,2
213,1,FPS,2
225,1,FPS,2
249,1,FPS,2
251,1,FPS,2
255,1,FPS,2
260,1,FPS,2
276,1,FPS,2
317,1,FPS,2
330,1,FPS,2
333,1,FPS,2
335,1,FPS,2
337,1,FPS,2
341,1,FPS,2
345,1,FPS,2
349,1,FPS,2
368,1,FPS,2
380,1,FPS,2
381,1,FPS,2
385,1,FPS,2
393,1,FPS,2
396,1,FPS,2
408,1,FPS,2
425,1,FPS,2
427,1,FPS,2
434,1,FPS,2
436,1,FPS,2
437,1,FPS,2
453,1,FPS,2
480,1,FPS,2
490,1,FPS,2
499,1,FPS,2
516,1,FPS,2
531,1,FPS,2
543,1,FPS,2
547,1,FPS,2
579,1,FPS,2
580,1,FPS,2
589,1,FPS,2
591,1,FPS,2
638,1,FPS,2
649,1,FPS,2
650,1,FPS,2
662,1,FPS,2
667,1,FPS,2
671,1,FPS,2
679,1,FPS,2
687,1,FPS,2
693,1,FPS,2
704,1,FPS,2
707,1,FPS,2
724,1,FPS,2
739,1,FPS,2
741,1,FPS,2
760,1,FPS,2
770,1,FPS,2
785,1,FPS,2
787,1,FPS,2
789,1,FPS,2
799,1,FPS,2
800,1,FPS,2
807,1,FPS,2
808,1,FPS,2
810,1,FPS,2
812,1,FPS,2
819,1,FPS,2
842,1,FPS,2
844,1,FPS,2
857,1,FPS,2
873,1,FPS,2
905,1,FPS,2
921,1,FPS,2
923,1,FPS,2
939,1,FPS,2
963,1,FPS,2
973,1,FPS,2
990,1,FPS,2
991,1,FPS,2
993,1,FPS,2
1004,1,FPS,2
1005,1,FPS,2
1007,1,FPS,2
1020,1,FPS,2
1021,1,FPS,2
1037,1,FPS,2
1059,1,FPS,2
1064,1,FPS,2
1074,1,FPS,2
1078,1,FPS,2
1084,1,FPS,2
1088,1,FPS,2
1094,1,FPS,2
1097,1,FPS,2
1131,1,FPS,2
1141,1,FPS,2
1142,1,FPS,2
1153,1,FPS,2
1160,1,FPS,2
1168,1,FPS,2
1184,1,FPS,2
1189,1,FPS,2
1201,1,FPS,2
1210,1,FPS,2
1277,1,FPS,2
1279,1,FPS,2
6,1,Battle Royal,2
13,1,Battle Royal,2
26,1,Battle Royal,2
36,1,Battle Royal,2
46,1,Battle Royal,2
51,1,Battle Royal,2
61,1,Battle Royal,2
70,1,Battle Royal,2
90,1,Battle Royal,2
94,1,Battle Royal,2
96,1,Battle Royal,2
103,1,Battle Royal,2
114,1,Battle Royal,2
118,1,Battle Royal,2
147,1,Battle Royal,2
157,1,Battle Royal,2
183,1,Battle Royal,2
193,1,Battle Royal,2
197,1,Battle Royal,2
199,1,Battle Royal,2
205,1,Battle Royal,2
228,1,Battle Royal,2
239,1,Battle Royal,2
241,1,Battle Royal,2
244,1,Battle Royal,2
245,1,Battle Royal,2
261,1,Battle Royal,2
265,1,Battle Royal,2
279,1,Battle Royal,2
281,1,Battle Royal,2
294,1,Battle Royal,2
320,1,Battle Royal,2
323,1,Battle Royal,2
329,1,Battle Royal,2
334,1,Battle Royal,2
343,1,Battle Royal,2
352,1,Battle Royal,2
367,1,Battle Royal,2
374,1,Battle Royal,2
378,1,Battle Royal,2
395,1,Battle Royal,2
399,1,Battle Royal,2
401,1,Battle Royal,2
406,1,Battle Royal,2
414,1,Battle Royal,2
428,1,Battle Royal,2
430,1,Battle Royal,2
441,1,Battle Royal,2
472,1,Battle Royal,2
504,1,Battle Royal,2
505,1,Battle Royal,2
513,1,Battle Royal,2
514,1,Battle Royal,2
518,1,Battle Royal,2
524,1,Battle Royal,2
530,1,Battle Royal,2
568,1,Battle Royal,2
577,1,Battle Royal,2
600,1,Battle Royal,2
609,1,Battle Royal,2
611,1,Battle Royal,2
625,1,Battle Royal,2
634,1,Battle Royal,2
640,1,Battle Royal,2
648,1,Battle Royal,2
654,1,Battle Royal,2
661,1,Battle Royal,2
670,1,Battle Royal,2
690,1,Battle Royal,2
720,1,Battle Royal,2
734,1,Battle Royal,2
745,1,Battle Royal,2
749,1,Battle Royal,2
751,1,Battle Royal,2
758,1,Battle Royal,2
771,1,Battle Royal,2
775,1,Battle Royal,2
778,1,Battle Royal,2
782,1,Battle Royal,2
791,1,Battle Royal,2
794,1,Battle Royal,2
811,1,Battle Royal,2
827,1,Battle Royal,2
831,1,Battle Royal,2
838,1,Battle Royal,2
840,1,Battle Royal,2
862,1,Battle Royal,2
878,1,Battle Royal,2
879,1,Battle Royal,2
887,1,Battle Royal,2
888,1,Battle Royal,2
899,1,Battle Royal,2
924,1,Battle Royal,2
925,1,Battle Royal,2
926,1,Battle Royal,2
938,1,Battle Royal,2
944,1,Battle Royal,2
953,1,Battle Royal,2
961,1,Battle Royal,2
962,1,Battle Royal,2
982,1,Battle Royal,2
1003,1,Battle Royal,2
1010,1,Battle Royal,2
1038,1,Battle Royal,2
1050,1,Battle Royal,2
1051,1,Battle Royal,2
1053,1,Battle Royal,2
1067,1,Battle Royal,2
1073,1,Battle Royal,2
1075,1,Battle Royal,2
1093,1,Battle Royal,2
1104,1,Battle Royal,2
1118,1,Battle Royal,2
1138,1,Battle Royal,2
1147,1,Battle Royal,2
1158,1,Battle Royal,2
1163,1,Battle Royal,2
1164,1,Battle Royal,2
1173,1,Battle Royal,2
1192,1,Battle Royal,2
1198,1,Battle Royal,2
1227,1,Battle Royal,2
1229,1,Battle Royal,2
1242,1,Battle Royal,2
1243,1,Battle Royal,2
1244,1,Battle Royal,2
1261,1,Battle Royal,2
1280,1,Battle Royal,2
5,1,Adventure,2
18,1,Adventure,2
22,1,Adventure,2
35,1,Adventure,2
45,1,Adventure,2
55,1,Adventure,2
57,1,Adventure,2
65,1,Adventure,2
89,1,Adventure,2
102,1,Adventure,2
105,1,Adventure,2
108,1,Adventure,2
111,1,Adventure,2
119,1,Adventure,2
123,1,Adventure,2
152,1,Adventure,2
167,1,Adventure,2
186,1,Adventure,2
188,1,Adventure,2
190,1,Adventure,2
221,1,Adventure,2
233,1,Adventure,2
234,1,Adventure,2
254,1,Adventure,2
268,1,Adventure,2
273,1,Adventure,2
274,1,Adventure,2
286,1,Adventure,2
292,1,Adventure,2
293,1,Adventure,2
298,1,Adventure,2
299,1,Adventure,2
326,1,Adventure,2
340,1,Adventure,2
347,1,Adventure,2
363,1,Adventure,2
375,1,Adventure,2
376,1,Adventure,2
389,1,Adventure,2
391,1,Adventure,2
409,1,Adventure,2
411,1,Adventure,2
413,1,Adventure,2
433,1,Adventure,2
460,1,Adventure,2
471,1,Adventure,2
492,1,Adventure,2
496,1,Adventure,2
528,1,Adventure,2
548,1,Adventure,2
549,1,Adventure,2
559,1,Adventure,2
565,1,Adventure,2
566,1,Adventure,2
581,1,Adventure,2
596,1,Adventure,2
603,1,Adventure,2
604,1,Adventure,2
605,1,Adventure,2
610,1,Adventure,2
613,1,Adventure,2
615,1,Adventure,2
621,1,Adventure,2
629,1,Adventure,2
643,1,Adventure,2
669,1,Adventure,2
674,1,Adventure,2
699,1,Adventure,2
700,1,Adventure,2
716,1,Adventure,2
727,1,Adventure,2
731,1,Adventure,2
736,1,Adventure,2
747,1,Adventure,2
756,1,Adventure,2
772,1,Adventure,2
773,1,Adventure,2
779,1,Adventure,2
784,1,Adventure,2
806,1,Adventure,2
815,1,Adventure,2
821,1,Adventure,2
852,1,Adventure,2
860,1,Adventure,2
870,1,Adventure,2
883,1,Adventure,2
884,1,Adventure,2
895,1,Adventure,2
901,1,Adventure,2
906,1,Adventure,2
908,1,Adventure,2
914,1,Adventure,2
933,1,Adventure,2
945,1,Adventure,2
949,1,Adventure,2
980,1,Adventure,2
997,1,Adventure,2
1009,1,Adventure,2
1014,1,Adventure,2
1022,1,Adventure,2
1029,1,Adventure,2
1036,1,Adventure,2
1041,1,Adventure,2
1056,1,Adventure,2
1060,1,Adventure,2
1061,1,Adventure,2
1076,1,Adventure,2
1108,1,Adventure,2
1121,1,Adventure,2
1123,1,Adventure,2
1129,1,Adventure,2
1134,1,Adventure,2
1152,1,Adventure,2
1172,1,Adventure,2
1182,1,Adventure,2
1196,1,Adventure,2
1202,1,Adventure,2
1218,1,Adventure,2
1225,1,Adventure,2
1231,1,Adventure,2
1232,1,Adventure,2
1238,1,Adventure,2
1239,1,Adventure,2
1247,1,Adventure,2
1254,1,Adventure,2
1256,1,Adventure,2
1262,1,Adventure,2
1274,1,Adventure,2
1,2,Moba,5
14,2,Moba,5
21,2,Moba,5
31,2,Moba,5
53,2,Moba,5
59,2,Moba,5
67,2,Moba,5
76,2,Moba,5
81,2,Moba,5
82,2,Moba,5
